name,id,orig_url
ずっと真夜中でいいのに。『君がいて水になる』 (ZUTOMAYO - Kimigaite Mizuninaru)（Audio Track）,8jZ8Plz_SSM,https://www.youtube.com/watch?v=8jZ8Plz_SSM
ずっと真夜中でいいのに。『グラスとラムレーズン』 (ZUTOMAYO -Glass To Rum Raisin)（Audio Track）,8FH4cBJ1y-E,https://www.youtube.com/watch?v=8FH4cBJ1y-E
ずっと真夜中でいいのに。『彷徨い酔い温度』 (ZUTOMAYO - Samayoi Yoi Ondo)（Audio Track）,SPam1BBKUjQ,https://www.youtube.com/watch?v=SPam1BBKUjQ
